iter	Logloss
514	0.3344989446
515	0.33443892
516	0.3343768442
517	0.3342903729
518	0.3342440539
519	0.3341779284
520	0.3340369451
521	0.3339969672
522	0.3338859408
523	0.3337986106
524	0.3336745126
525	0.3335138964
526	0.3333829651
527	0.3333207046
528	0.3332475891
529	0.3331744814
530	0.3331720749
531	0.3330378809
532	0.3329610087
533	0.3328775912
534	0.3327304261
535	0.3326440141
536	0.3325897391
537	0.3324496586
538	0.3323153219
539	0.332176083
540	0.3320931158
541	0.3319919704
542	0.3318516035
543	0.3316839283
544	0.3316584545
545	0.3315846452
546	0.331468392
547	0.3313574797
548	0.3313193078
549	0.3311688109
550	0.3310826073
551	0.3310422677
552	0.3310417142
553	0.3309428631
554	0.3308087887
555	0.3306432819
556	0.3305152243
557	0.3303923705
558	0.3303057197
559	0.3301996387
560	0.3300852373
561	0.329990236
562	0.3298984216
563	0.3297766545
564	0.3296936506
565	0.3296027811
566	0.3295349429
567	0.3294341718
568	0.3293825325
569	0.3293034401
570	0.3292081484
571	0.3291289929
572	0.3290317472
573	0.3288788471
574	0.3287363164
575	0.3287236011
576	0.3286391216
577	0.3285400233
578	0.3284296303
579	0.328332665
580	0.3282251695
581	0.3281039575
582	0.3280158404
583	0.3279859589
584	0.3278359201
585	0.3277161705
586	0.3276420549
587	0.3275209412
588	0.3274402348
589	0.3274395277
590	0.3273793245
591	0.3272821126
592	0.3272083848
593	0.3271557728
594	0.3270100016
595	0.3269582589
596	0.3269023823
597	0.326800246
598	0.3266916067
599	0.3265765069
600	0.3265059373
601	0.3263999837
602	0.3263287996
603	0.3262308623
604	0.3261012865
605	0.3259883417
606	0.3258783747
607	0.3258732946
608	0.3258183992
609	0.3257199788
610	0.3256687303
611	0.3255592422
612	0.3254632471
613	0.3253467714
614	0.325218647
615	0.3251181568
616	0.3250733045
617	0.3250141787
618	0.324910985
619	0.3247845811
620	0.3247125589
621	0.3246227856
622	0.3245261175
623	0.3244252783
624	0.3243693142
625	0.3242589414
626	0.3241430073
627	0.3240588601
628	0.3240076004
629	0.3239736884
630	0.3238511389
631	0.323761035
632	0.3236693093
633	0.3235605461
634	0.3234972984
635	0.3234427853
636	0.3233232098
637	0.323224573
638	0.3231411229
639	0.3230218603
640	0.3229153251
641	0.3227913319
642	0.3226654241
643	0.3225873502
644	0.3224558185
645	0.3223590209
646	0.3223004013
647	0.3222100447
648	0.32218106
649	0.3220919818
650	0.3219692024
651	0.3218618677
652	0.3218012342
653	0.3217615024
654	0.3217223372
655	0.3216497824
656	0.3216495683
657	0.3215228428
658	0.3214310311
659	0.3213264068
660	0.32120162
661	0.3211134181
662	0.3210210147
663	0.3209569403
664	0.320926419
665	0.320843256
666	0.3207759522
667	0.3207615465
668	0.3207068745
669	0.3206804516
670	0.3205976981
671	0.3205039144
672	0.3204423544
673	0.3204207491
674	0.3203033817
675	0.3202477374
676	0.32016231
677	0.320117508
678	0.3200772173
679	0.3200085534
680	0.3198710638
681	0.3198061586
682	0.3197780091
683	0.3196838438
684	0.3195978837
685	0.3195450612
686	0.3194704452
687	0.3194252444
688	0.3193923158
689	0.3193166867
690	0.3192160415
691	0.3191235665
692	0.3190146157
693	0.3189480095
694	0.3188069901
695	0.3187726935
696	0.3186716964
697	0.3185323631
698	0.3184581972
699	0.31841221
700	0.3183416875
701	0.3182215845
702	0.3181335565
703	0.318020259
704	0.3179631464
705	0.3179584111
706	0.3179147013
707	0.3178445971
708	0.3177381052
709	0.3176359871
710	0.3175412303
711	0.3175231215
712	0.3174298671
713	0.3173835099
714	0.3173245381
715	0.3172530567
716	0.3171735445
717	0.3170869896
718	0.3170322301
719	0.3169193365
720	0.3168243256
721	0.3167286116
722	0.3166662352
723	0.3166108663
724	0.3165495131
725	0.3164498626
726	0.3164204177
727	0.3162664141
728	0.3162255335
729	0.3161564467
730	0.3161081706
731	0.3160158816
732	0.3159702975
733	0.3159149114
734	0.3158628931
735	0.3157855088
736	0.3156900266
737	0.3156155843
738	0.3155252635
739	0.3154780021
740	0.3154119498
741	0.315351124
742	0.3153055158
743	0.3152771877
744	0.3152311662
745	0.3151397023
746	0.3150831888
747	0.3150595611
748	0.3149873353
749	0.3149128015
750	0.3147894304
751	0.3147316234
752	0.314698371
753	0.3146197671
754	0.3145272406
755	0.3144690724
756	0.314398857
757	0.3143550014
758	0.3142746245
759	0.3142605115
760	0.3141539359
761	0.314040533
762	0.3139244042
763	0.3138964387
764	0.313789351
765	0.3136940588
766	0.3136509938
767	0.3135659357
768	0.3135140226
769	0.3134595062
770	0.3133541757
771	0.3132620325
772	0.3131775754
773	0.3130900566
774	0.3130005746
775	0.3129267073
776	0.3128641109
777	0.3127710857
778	0.3126860647
779	0.312599689
780	0.3125561754
781	0.3124882347
782	0.3123937233
783	0.3123500719
784	0.3122847901
785	0.3121864383
786	0.3121245212
787	0.312033603
788	0.3119583303
789	0.3119365996
790	0.3118515773
791	0.3117876853
792	0.3117226722
793	0.3116395755
794	0.3115516593
795	0.3114945596
796	0.3114296651
797	0.3113266711
798	0.3112230819
799	0.3111344866
800	0.3110875662
801	0.3110237359
802	0.3109604784
803	0.3108867498
804	0.3108388628
805	0.3107714899
806	0.3106970742
807	0.3105984434
808	0.3104905501
809	0.3103869369
810	0.3103097604
811	0.3102402012
812	0.3101798134
813	0.3101247546
814	0.3100378876
815	0.3099604113
816	0.3098658971
817	0.3097394824
818	0.3096466389
819	0.3096289824
820	0.3095298382
821	0.3094275607
822	0.3093549164
823	0.3092449065
824	0.3091775276
825	0.3090779753
826	0.3090026013
827	0.3089473668
828	0.3088683646
829	0.3087986711
830	0.3087658905
831	0.3087353028
832	0.3086527255
833	0.308572513
834	0.3084749773
835	0.3084156464
836	0.308347234
837	0.3083204368
838	0.3082574925
839	0.3081661339
840	0.308101158
841	0.3080635782
842	0.3079517647
843	0.3079100221
844	0.3078572012
845	0.3077738754
846	0.3077266862
847	0.307638819
848	0.3075409258
849	0.3074573388
850	0.3074070659
851	0.3073563291
852	0.3073252691
853	0.3072612511
854	0.3071815474
855	0.3070960535
856	0.3070606079
857	0.3069757664
858	0.306898055
859	0.3068592262
860	0.3068010329
861	0.3067563748
862	0.3066749814
863	0.3066193819
864	0.3065181105
865	0.3064551354
866	0.3063810153
867	0.3063599498
868	0.306298799
869	0.3062133082
870	0.3061291393
871	0.3060773445
872	0.3060563569
873	0.3059883904
874	0.3059226766
875	0.3058786849
876	0.3057967778
877	0.3057550371
878	0.3056868542
879	0.3056623388
880	0.3055772676
881	0.3055077924
882	0.3054562858
883	0.3053791692
884	0.3053202957
885	0.3052152688
886	0.3051557827
887	0.3050257218
888	0.3049359063
889	0.3048708514
890	0.3047431884
891	0.304714685
892	0.3046528871
893	0.3046009031
894	0.3045588614
895	0.3044842535
896	0.3043851444
897	0.3043302855
898	0.3042694939
899	0.3042244055
900	0.304154048
901	0.3041072355
902	0.3040229094
903	0.30393933
904	0.3038547828
905	0.3038087425
906	0.3037105372
907	0.3036629949
908	0.3035973888
909	0.3035604322
910	0.3035107145
911	0.3034581481
912	0.3034258052
913	0.3033481504
914	0.303291346
915	0.3032540078
916	0.3031935659
917	0.3031426347
918	0.3030690217
919	0.3029627703
920	0.3028984906
921	0.3028392968
922	0.3027544238
923	0.3026971357
924	0.302631587
925	0.302567465
926	0.3024955784
927	0.3024445143
928	0.3023208537
929	0.302245924
930	0.302174187
931	0.3020718655
932	0.302012542
933	0.3019504998
934	0.3018968544
935	0.3018354962
936	0.3017983562
937	0.3017438102
938	0.3016447175
939	0.3015895676
940	0.3015160707
941	0.3014627525
942	0.3014010272
943	0.30136083
944	0.301291843
945	0.3012431162
946	0.301204373
947	0.3011405374
948	0.3011029787
949	0.3009936145
950	0.3009388324
951	0.3008891396
952	0.3008271602
953	0.3007727664
954	0.3007195647
955	0.3006663375
956	0.3006021289
957	0.3005499477
958	0.3004789149
959	0.3004196448
960	0.3003735976
961	0.3003046301
962	0.3001713479
963	0.3000938943
964	0.3000355268
965	0.2999899562
966	0.2999415226
967	0.2998892266
968	0.2998421796
969	0.299786297
970	0.2997136136
971	0.2995983738
972	0.2995276946
973	0.2995041227
974	0.299440404
975	0.2993912888
976	0.2993680339
977	0.2992882865
978	0.2992619646
979	0.2991998711
980	0.299093523
981	0.2990510345
982	0.2990084663
983	0.2989598335
984	0.2989129697
985	0.2988705952
986	0.2988319192
987	0.2987884077
988	0.2987447592
989	0.2986974648
990	0.2986048974
991	0.2985194683
992	0.2984492024
993	0.2983825029
994	0.2983165411
995	0.2982710791
996	0.298225748
997	0.2981710113
998	0.2981036204
999	0.2980583462
